type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2018-10-23 13:49:48.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: a16f4e7f-a43b-4c33-a04c-0be14bfb1c6b. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=a16f4e7f-a43b-4c33-a04c-0be14bfb1c6b	http://grbio.org/cool/iakn-125z			CAS	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				a16f4e7f-a43b-4c33-a04c-0be14bfb1c6b	350707		Travers, Scott; Tigulu, Ikuo								tissue - 50; ETOH - 1																		2018-06-18		169	169	2018	6	18	2018-06-18					16:30; collected in mangrove islet (10 m in diameter), resting in hole in mangrove tree			Solomon Islands, Isabel Province, Hovukoilo	Oceania			Tine Mangrove Islet	Solomon Islands		Isabel Province	Hovukoilo		Tine Mangrove Islet												-8.0722	159.53532	not recorded																																												Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2019-02-20 16:45:41.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: b23f51ad-92ec-4024-a9a5-b00e0c7ae2ee. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=b23f51ad-92ec-4024-a9a5-b00e0c7ae2ee	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				b23f51ad-92ec-4024-a9a5-b00e0c7ae2ee	350942		Richmond, John; Tigulu, Ikuo								ETOH - 1; tissue - 50																		2018-10-18		291	291	2018	10	18	2018-10-18					collected just offshore from Te-Nggano village			Solomon Islands, Rennell and Belona Province, East Rennell	Oceania			Rennell Island	Solomon Islands		Rennell and Belona Province	East Rennell		Te-Nggano, Lake Te-Nggano												-11.744459	160.433523	not recorded																																												Laticauda crockeri								Reptilia	Serpentes	Elapidae	Laticauda		crockeri																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-10-23 13:49:49.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: bf26ac54-da48-44de-a697-915887844911. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=bf26ac54-da48-44de-a697-915887844911	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				bf26ac54-da48-44de-a697-915887844911	350708		Travers, Scott; Tigulu, Ikuo								tissue - 50; ETOH - 1																		2018-06-18		169	169	2018	6	18	2018-06-18					16:30; collected in mangrove islet (10 m in diameter), resting in hole in mangrove tree			Solomon Islands, Isabel Province, Hovukoilo	Oceania			Tine Mangrove Islet	Solomon Islands		Isabel Province	Hovukoilo		Tine Mangrove Islet												-8.0722	159.53532	not recorded																																												Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-10-23 13:49:47.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: d1d7d9d3-01c2-4ea1-be90-5fe307581612. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=d1d7d9d3-01c2-4ea1-be90-5fe307581612	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				d1d7d9d3-01c2-4ea1-be90-5fe307581612	350706		Travers, Scott; Tigulu, Ikuo								tissue - 50; ETOH - 1																		2018-06-18		169	169	2018	6	18	2018-06-18					16:30; collected in mangrove islet (10 m in diameter), resting in hole in mangrove tree			Solomon Islands, Isabel Province, Hovukoilo	Oceania			Tine Mangrove Islet	Solomon Islands		Isabel Province	Hovukoilo		Tine Mangrove Islet												-8.0722	159.53532	not recorded																																												Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:57:53.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 00f2234a-176f-4d5a-a13d-355783fa5e4e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=00f2234a-176f-4d5a-a13d-355783fa5e4e	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				00f2234a-176f-4d5a-a13d-355783fa5e4e	349155										tissue - 50; ETOH - 1																														19:30–22:00; collected coiled in rock cracks, 5–7 m above waterline at low tide			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:57:18.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 445cea1c-ca95-466d-bb04-7cdaa05b90fd. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=445cea1c-ca95-466d-bb04-7cdaa05b90fd	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				445cea1c-ca95-466d-bb04-7cdaa05b90fd	349145										tissue - 50; ETOH - 1																														18:30–22:00; collected coiled in rock crevice, 3 m above shoreline, at low tide, on rocky (sedimentary) southern coast of island			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Covitas Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Daraga, Covitas																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:57:35.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 5334c310-37cf-4740-8cb8-77b22f34761f. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=5334c310-37cf-4740-8cb8-77b22f34761f	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				5334c310-37cf-4740-8cb8-77b22f34761f	349150										tissue - 50; ETOH - 1																														19:30–23:00; collected coiled in rock cracks, 5–7 m above waterline at low tide			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:57:22.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 60b42807-0142-40c3-b90b-604e4d73e9c8. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=60b42807-0142-40c3-b90b-604e4d73e9c8	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				60b42807-0142-40c3-b90b-604e4d73e9c8	349146										tissue - 50; ETOH - 1																														18:30–22:00; collected coiled in hole in rock wall/face , 2.5 m above sandy beach			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Covitas Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Daraga, Covitas																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:57:39.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 7a7bfc43-9734-4b3e-ba7d-0620b8606e37. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=7a7bfc43-9734-4b3e-ba7d-0620b8606e37	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				7a7bfc43-9734-4b3e-ba7d-0620b8606e37	349151										tissue - 50; ETOH - 1																														19:30–23:00; collected coiled in rock cracks, 5–7 m above waterline at low tide			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:57:49.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 9c5eda9a-f3f7-4e6d-84ed-fc6413bf0127. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=9c5eda9a-f3f7-4e6d-84ed-fc6413bf0127	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				9c5eda9a-f3f7-4e6d-84ed-fc6413bf0127	349154										tissue - 50; ETOH - 1																														19:30–23:00; collected coiled in rock cracks, 5–7 m above waterline at low tide; specimen regurgitated last meal (partial eel) which caused suffocation in bag overnight—not preserved until 6–8 hr after death; muscle tissue from tail preserved in 100% ethanol			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2008-07-09 03:41:57.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: b0e7ea8d-b069-11e3-8cfe-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=b0e7ea8d-b069-11e3-8cfe-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				b0e7ea8d-b069-11e3-8cfe-90b11c41863e	309643										tissue - 100; ETOH - 1																														Marikit Isl. caught by Jake Esselstyn			Philippines, Palawan Province, Municipality of Quezon	Asia		Palawan PAIC	Palawan Island	Philippines		Palawan Province	Municipality of Quezon		Poblacion Quezon: National Museum Complex																																																			Brown, Rafe							Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2019-02-26 13:10:04.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: b19c306c-b069-11e3-8cfe-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=b19c306c-b069-11e3-8cfe-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				b19c306c-b069-11e3-8cfe-90b11c41863e	303033										ETOH - 1; tissue - 100																																	Philippines, Romblon Province, Municipality of Concepcion	Asia		Romblon PAIC	Maestre de Campo Island	Philippines		Romblon Province	Municipality of Concepcion		Barangay San Vicente																										GPS																																Laticauda cf. colubrina								Reptilia	Serpentes	Elapidae	Laticauda		cf. colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject		http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: b19c40f1-b069-11e3-8cfe-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=b19c40f1-b069-11e3-8cfe-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				b19c40f1-b069-11e3-8cfe-90b11c41863e	303030										ETOH - 1; tissue - 100																																	Philippines, Antique Province, Municipality of Caluya	Asia		Mindoro PAIC	Semirara Island	Philippines		Antique Province	Municipality of Caluya		Barangay Tinogboc																										GPS																																Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject		http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: b19c4674-b069-11e3-8cfe-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=b19c4674-b069-11e3-8cfe-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				b19c4674-b069-11e3-8cfe-90b11c41863e	303029										ETOH - 1; tissue - 100																																	Philippines, Antique Province, Municipality of Caluya	Asia		Mindoro PAIC	Semirara Island	Philippines		Antique Province	Municipality of Caluya		Barangay Tinogboc																										GPS																																Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:57:59.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: bc301275-f500-497e-b396-22b330cb6c64. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=bc301275-f500-497e-b396-22b330cb6c64	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				bc301275-f500-497e-b396-22b330cb6c64	349157										tissue - 50; ETOH - 1																														19:30–22:00; collected coiled in rock cracks, 5–7 m above waterline at low tide			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2009-04-07 11:09:07.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: c3c85238-b069-11e3-8cfe-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=c3c85238-b069-11e3-8cfe-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				c3c85238-b069-11e3-8cfe-90b11c41863e	314036										tissue - 100; ETOH - 1																														Killed by locals. 20:00-21:00h			Philippines, Batanes Province, Municipality of Basco	Asia		Batanes PAIC	Batan Island	Philippines		Batanes Province	Municipality of Basco		Barangay Kayvalugangn, Sitio Masupit																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2018-09-21 13:57:26.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Record ID: 0167e317-6cde-4ee4-82ce-f5f6fe851161. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kuh?id=0167e317-6cde-4ee4-82ce-f5f6fe851161	http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection	PreservedSpecimen				0167e317-6cde-4ee4-82ce-f5f6fe851161	349147										tissue - 50; ETOH - 1																														19:30–23:00; collected coiled in rock cracks, 5–7 m above waterline at low tide			Philippines, Camarines Sur Province, Municipality of Caramoan	Asia		Luzon PAIC; Caramoan Islands	Lahuy Island	Philippines		Camarines Sur Province	Municipality of Caramoan		Barangay Gogon, Sitio Bugtong																																																										Laticauda colubrina								Reptilia	Serpentes	Elapidae	Laticauda		colubrina																	University of Kansas Biodiversity Institute. KUBI Herpetology Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_herps (source published on 2019-07-30)	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862	rafe@ku.edu	Rafe Brown	2019-07-30	2019-08-31	no migrator	0	1	0	0	0	specimen	0
