institutioncode,catalognumber,scientificname,country,decimallatitude,decimallongitude
ZMUC,ZMUC-R66144,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R6685,Laticauda colubrina,New Guinea,,
ZMUC,ZMUC-R66260,Laticauda colubrina,Indonesia,,
ZMUC,ZMUC-R66273,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66298,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66290,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R6608,Laticauda laticaudata wolfi,Solomon Islands,,
ZMUC,ZMUC-R66279,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66275,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66267,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66276,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66286,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66450,Laticauda laticaudata,Solomon Islands,,
ZMUC,ZMUC-R6682,Laticauda colubrina,Indonesia,,
ZMUC,ZMUC-R66297,Laticauda colubrina,Solomon Islands,,
ZMUC,ZMUC-R66289,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66294,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66712,Laticauda colubrina,Thailand,,
ZMUC,ZMUC-R66287,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66278,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66243,Laticauda colubrina,Fiji Islands,,
ZMUC,ZMUC-R66242,Laticauda colubrina,Fiji Islands,,
ZMUC,ZMUC-R66282,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66292,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66253,Laticauda colubrina,Indonesia,,
ZMUC,ZMUC-R66296,Laticauda colubrina,Solomon Islands,,
ZMUC,ZMUC-R66710,Laticauda laticaudata,Thailand,,
ZMUC,ZMUC-R66293,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66255,Laticauda colubrina,Indonesia,,
CAS,23625,Laticauda colubrina,Palau,,
CM,66968,LATICAUDA COLUBRINA,Philippines,,
CM,66969,LATICAUDA COLUBRINA,Philippines,,
CM,66970,LATICAUDA COLUBRINA,Philippines,,
CM,66971,LATICAUDA COLUBRINA,Philippines,,
CM,66973,LATICAUDA COLUBRINA,Philippines,,
CM,66974,LATICAUDA COLUBRINA,Philippines,,
CM,68803,LATICAUDA COLUBRINA,Philippines,,
CM,68804,LATICAUDA COLUBRINA,Philippines,,
CM,68806,LATICAUDA COLUBRINA,Philippines,,
CM,68807,LATICAUDA COLUBRINA,Philippines,,
CM,68808,LATICAUDA COLUBRINA,Philippines,,
CM,68810,LATICAUDA COLUBRINA,Philippines,,
CM,68811,LATICAUDA COLUBRINA,Philippines,,
CM,68812,LATICAUDA COLUBRINA,Philippines,,
CM,68813,LATICAUDA COLUBRINA,Philippines,,
CM,90251,LATICAUDA COLUBRINA,Philippines,,
CM,R2228,LATICAUDA COLUBRINA,Philippines,,
CM,R2231,LATICAUDA COLUBRINA,Philippines,,
CM,R2232,LATICAUDA COLUBRINA,Philippines,,
CM,R2623,LATICAUDA LATICAUDATA,Philippines,,
CM,R2624,LATICAUDA LATICAUDATA,Philippines,,
CUMV,R-0002586,Laticauda laticaudata,,,
FMNH,244198,Laticauda colubrina,Malaysia,,
FMNH,244193,Laticauda colubrina,Malaysia,,
FMNH,244186,Laticauda colubrina,Malaysia,,
FMNH,244200,Laticauda colubrina,Malaysia,,
FMNH,244189,Laticauda colubrina,Malaysia,,
FMNH,244187,Laticauda colubrina,Malaysia,,
FMNH,244185,Laticauda colubrina,Malaysia,,
FMNH,244184,Laticauda colubrina,Malaysia,,
FMNH,244191,Laticauda colubrina,Malaysia,,
FMNH,244199,Laticauda colubrina,Malaysia,,
FMNH,244202,Laticauda colubrina,Malaysia,,
FMNH,244192,Laticauda colubrina,Malaysia,,
FMNH,244190,Laticauda colubrina,Malaysia,,
FMNH,244194,Laticauda colubrina,Malaysia,,
LACM,129643,Laticauda laticauda,Philippines,,
LACM,129648,Laticauda semifasciata,Philippines,,
LACM,129645,Laticauda colubrina,Philippines,,
LACM,129647,Laticauda semifasciata,Philippines,,
LACM,3184,Laticauda colubrina,,,
LACM,129644,Laticauda laticauda,Philippines,,
LSUMZ,24770,Laticauda laticaudata,Philippines,,
LSUMZ,24807,Laticauda semifasciata,Japan,,
LSUMZ,48195,Laticauda laticaudata,New Caledonia,,
UMMZ,100016,Laticauda colubrina,Vanuatu,,
UMMZ,99996,Laticauda colubrina,Solomon Islands,,
USNM,127999,Laticauda colubrina,New Guinea - Indonesia,,
USNM,70976,Laticauda colubrina,Indonesia,,
USNM,70979,Laticauda colubrina,Indonesia,,
YPM,YPM HERR 010087,Laticauda colubrina,Philippines,,
ANSP,,Laticauda laticaudata,Indonesia,,
CM,111919,LATICAUDA LATICAUDATA,Philippines,,
CM,66964,LATICAUDA COLUBRINA,Philippines,,
CM,66965,LATICAUDA COLUBRINA,Philippines,,
CM,66966,LATICAUDA COLUBRINA,Philippines,,
CM,66967,LATICAUDA COLUBRINA,Philippines,,
CM,66972,LATICAUDA COLUBRINA,Philippines,,
CM,66975,LATICAUDA COLUBRINA,Philippines,,
CM,66976,LATICAUDA COLUBRINA,Philippines,,
CM,66977,LATICAUDA COLUBRINA,Philippines,,
CM,68805,LATICAUDA COLUBRINA,Philippines,,
CM,68809,LATICAUDA COLUBRINA,Philippines,,
CM,68814,LATICAUDA COLUBRINA,Philippines,,
CM,R2229,LATICAUDA COLUBRINA,Philippines,,
CM,R2235,LATICAUDA COLUBRINA,Philippines,,
CM,R2622,LATICAUDA LATICAUDATA,Philippines,,
CUMV,R-0001896,Laticauda colubrina,Malaysia,,
FMNH,244196,Laticauda colubrina,Malaysia,,
FMNH,244197,Laticauda colubrina,Malaysia,,
FMNH,244201,Laticauda colubrina,Malaysia,,
FMNH,244188,Laticauda colubrina,Malaysia,,
FMNH,244183,Laticauda colubrina,Malaysia,,
FMNH,131252,Laticauda colubrina,,,
FMNH,244195,Laticauda colubrina,Malaysia,,
LACM,129646,Laticauda colubrina,Philippines,,
LSUMZ,19359,Laticauda semifasciata,Taiwan,,
LSUMZ,24806,Laticauda semifasciata,Japan,,
NHMUK,1937.2.2.97,"Laticauda colubrina (Schneider, 1799)",Solomon Islands,,
UMMZ,150155,Laticauda colubrina,Vanuatu,,
UMMZ,99995,Laticauda colubrina,Solomon Islands,,
USNM,70978,Laticauda colubrina,Indonesia,,
USNM,134223,Laticauda semifasciata,Taiwan,,
USNM,28193,Laticauda colubrina,Republic of Fiji,,
USNM,134224,Laticauda semifasciata,Taiwan,,
USNM,70975,Laticauda colubrina,Indonesia,,
FMNH,248797,Laticauda colubrina,Malaysia,,
FMNH,120654,Laticauda semifasciata,Formosa,,
FMNH,210062,Laticauda colubrina,West Malaysia,,
FMNH,120648,Laticauda semifasciata,Formosa,,
FMNH,168004,Laticauda colubrina,Caroline Is,,
FMNH,120641,Laticauda colubrina,Formosa,,
FMNH,10930,Laticauda colubrina,,,
FMNH,210061,Laticauda colubrina,West Malaysia,,
FMNH,120642,Laticauda colubrina,Formosa,,
FMNH,236523,Laticauda colubrina,Malaysia,,
FMNH,120650,Laticauda semifasciata,Formosa,,
FMNH,210064,Laticauda colubrina,West Malaysia,,
MZLU,L933/3082,"Laticauda laticaudata (Linnaeus, 1758)",,,
ZMO,K 2417,Laticauda laticaudata,Chinese Taipei,,
ZMO,K 2420,Laticauda laticaudata,Australia,,
ZMO,K 2421,Laticauda laticaudata,Chinese Taipei,,
NHMUK,1967.844,"Laticauda colubrina (Schneider, 1799)",Solomon Islands,,
SMNS,4201,Laticauda colubrina,Indonesia,,
SMNS,4204,Laticauda laticaudata,,,
USNM,141683,Laticauda colubrina,Taiwan,,
USNM,237116,Laticauda colubrina,Indonesia,,
USNM,158052,Laticauda schistorhyncha,,,
USNM,237118,Laticauda colubrina,Indonesia,,
USNM,133980,Laticauda semifasciata,Japan,,
USNM,158051,Laticauda schistorhyncha,,,
USNM,158049,Laticauda schistorhyncha,,,
USNM,268400,Laticauda colubrina,Republic of Fiji,,
FMNH,120646,Laticauda semifasciata,Formosa,,
FMNH,120647,Laticauda semifasciata,Formosa,,
FMNH,120649,Laticauda semifasciata,Formosa,,
FMNH,120651,Laticauda semifasciata,Formosa,,
FMNH,120653,Laticauda semifasciata,Formosa,,
FMNH,210063,Laticauda colubrina,West Malaysia,,
FMNH,120643,Laticauda colubrina,Formosa,,
FMNH,121598,Laticauda colubrina,Caroline Is,,
FMNH,120652,Laticauda semifasciata,Formosa,,
ZMO,K 2422,Laticauda colubrina,Indonesia,,
ZMO,K 2423,Laticauda colubrina,Fiji,,
ZMO,K 2424,Laticauda colubrina,Singapore,,
OMNH,34895.0,Laticauda colubrina,,,
ROM,16257,Laticauda colubrina,Fiji,,
SMNS,4200,Laticauda colubrina,,,
USNM,32669,Laticauda laticaudata,Taiwan,,
USNM,237119,Laticauda colubrina,Indonesia,,
USNM,268401,Laticauda colubrina,Republic of Fiji,,
USNM,158050,Laticauda schistorhyncha,,,
USNM,237117,Laticauda colubrina,Indonesia,,
USNM,268399,Laticauda colubrina,Republic of Fiji,,
USNM,133979,Laticauda laticaudata,Japan,,
AM,R.13531,Laticauda saintgironsi,New Caledonia,,
AMNH,R-116019,Laticauda colubrina,Palau,,
AMNH,R-117759,Laticauda colubrina,Papua New Guinea,,
AMNH,R-117775,Laticauda colubrina,New Caledonia,,
AMNH,R-119846,Laticauda colubrina,Fiji,,
AMNH,R-119847,Laticauda colubrina,Fiji,,
AMNH,R-119849,Laticauda colubrina,Fiji,,
AMNH,R-119851,Laticauda colubrina,Fiji,,
AMNH,R-119854,Laticauda colubrina,Fiji,,
AMNH,R-119855,Laticauda colubrina,Fiji,,
AMNH,R-119856,Laticauda colubrina,Fiji,,
AMNH,R-119857,Laticauda colubrina,Fiji,,
AMNH,R-124915,Laticauda laticaudata crockeri,Solomon Islands,,
AMNH,R-124916,Laticauda laticaudata crockeri,Solomon Islands,,
AMNH,R-140374,Laticauda semifasciata,,,
AMNH,R-160149,Laticauda semifasciata,,,
AMNH,R-161776,Laticauda colubrina,Malaysia,,
AMNH,R-161779,Laticauda semifasciata,Philippines,,
AMNH,R-23077,Laticauda laticaudata,Australia,,
AMNH,R-23093,Laticauda laticaudata,Australia,,
AMNH,R-28996,Laticauda colubrina,,,
AMNH,R-28998,Laticauda colubrina,Fiji,,
AMNH,R-29000,Laticauda colubrina,,,
AMNH,R-29003,Laticauda colubrina,Fiji,,
AMNH,R-29004,Laticauda colubrina,Fiji,,
AMNH,R-32244,Laticauda colubrina,Indonesia,,
AMNH,R-40212,Laticauda colubrina,Fiji,,
AMNH,R-40213,Laticauda colubrina,Fiji,,
AMNH,R-40307,Laticauda colubrina,Tonga,,
AMNH,R-40450,Laticauda colubrina,Fiji,,
AMNH,R-40453,Laticauda laticaudata,Fiji,,
AMNH,R-40577,Laticauda colubrina,Tonga,,
AMNH,R-42006,Laticauda colubrina,Vanuatu,,
AMNH,R-42009,Laticauda colubrina,Papua New Guinea,,
AMNH,R-42048,Laticauda colubrina,Solomon Islands,,
AMNH,R-42049,Laticauda colubrina,Solomon Islands,,
AMNH,R-43873,Laticauda colubrina,Solomon Islands,,
AMNH,R-66580,Laticauda laticaudata,Japan,,
AMNH,R-82444,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82446,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82448,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82450,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82456,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82457,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82460,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82461,Laticauda colubrina,Papua New Guinea,,
AMNH,R-89446,Laticauda colubrina,Solomon Islands,,
ANSP,,Laticauda colubrina,Solomon Islands,,
ANSP,,Laticauda laticaudata,,,
ANSP,,Laticauda colubrina,East Indies,,
ANSP,,Laticauda colubrina,Marquesas Islands,,
ANSP,,Laticauda colubrina,Marquesas Islands,,
ANSP,,Laticauda colubrina,Fiji Islands,,
ANSP,,Laticauda colubrina,South Sea Islands,,
ANSP,,Laticauda colubrina,Society Islands,,
BPBM,1276,Platurus scutatus,Australia,,
BPBM,1509,Laticauda colubrina,Fiji,,
CAS,15167,Laticauda colubrina,Philippine Ids.,,
CAS,15363,Laticauda colubrina,Philippine Ids.,,
CAS,314,Laticauda colubrina,Vanuatu,,
CAS,55146,Laticauda laticaudata,,,
CAS,23619,Laticauda colubrina,,,
CM,R2233,LATICAUDA COLUBRINA,Philippines,,
FMNH,202824,Laticauda semifasciata,,,
FMNH,106060,Laticauda semifasciata,,,
FMNH,22995,Laticauda colubrina,Fiji Is,,
FMNH,236296,Laticauda colubrina,Malaysia,,
FMNH,21728,Laticauda colubrina,,,
FMNH,236345,Laticauda colubrina,Malaysia,,
KU,349155,Laticauda colubrina,Philippines,,
KU,349145,Laticauda colubrina,Philippines,,
KU,349150,Laticauda colubrina,Philippines,,
KU,349146,Laticauda colubrina,Philippines,,
KU,349151,Laticauda colubrina,Philippines,,
KU,349154,Laticauda colubrina,Philippines,,
KU,309643,Laticauda colubrina,Philippines,,
KU,303033,Laticauda cf. colubrina,Philippines,,
KU,303030,Laticauda colubrina,Philippines,,
KU,303029,Laticauda colubrina,Philippines,,
KU,349157,Laticauda colubrina,Philippines,,
KU,314036,Laticauda colubrina,Philippines,,
LACM,146043,Laticauda colubrina,Palau,,
LSUMZ,39257,Laticauda colubrina,,,
LSUMZ,2736,Laticauda colubrina,,,
MCZ,R-1300,Laticauda colubrina,Republic of Palau,,
MCZ,R-23787,Laticauda colubrina,Philippines,,
MCZ,R-24899,Laticauda laticaudata,Philippines,,
MCZ,R-25806,Laticauda laticaudata,Philippines,,
MCZ,R-38172,Laticauda colubrina,Fiji,,
MSUM,SH.3089,Laticauda colubrina,,,
NHMUK,1855.10.16.439,"Laticauda laticaudata (Linnaeus, 1758)",Australia,,
NHMUK,1934.12.8.47,"Laticauda colubrina (Schneider, 1799)",Solomon Islands,,
NHMUK,1859.9.20.20,"Laticauda laticaudata (Linnaeus, 1758)",Thailand,,
NHMUK,1988.1-3,Laticauda laticaudata,New Caledonia,,
NHMUK,1936.7.9.7,"Laticauda colubrina (Schneider, 1799)",Singapore,,
NHMUK,1930.5.8.832,"Laticauda colubrina (Schneider, 1799)",Japan,,
NHMUK,1894.10.10.4,"Laticauda colubrina (Schneider, 1799)",Solomon Islands,,
NHMUK,1946.1.6.95-98,"Laticauda schistorhynchus Gunther, 1874",,,
NHMUK,1842.11.22.34,"Laticauda laticaudata (Linnaeus, 1758)",,,
NHMUK,1856.9.4.51-52,"Laticauda colubrina (Schneider, 1799)",Fiji,,
NHMUK,1938.8.2.13-14,"Laticauda colubrina (Schneider, 1799)",Fiji,,
NHMUK,1955.1.13.10,"Laticauda crockeri Slevin, 1934",Solomon Islands,,
NHMUK,1856.7.7.30,"Laticauda colubrina (Schneider, 1799)",,,
NHMUK,1936.7.9.9,"Laticauda colubrina (Schneider, 1799)",Singapore,,
NHMUK,1905.11.29.21-22,"Laticauda colubrina (Schneider, 1799)",,,
NHMUK,1955.1.13.11,"Laticauda colubrina Schneider, 1799",Solomon Islands,,
NHMUK,1925.12.8.2,"Laticauda laticaudata (Linnaeus, 1758)",India,,
NHMUK,1938.1.17.1,"Laticauda colubrina (Schneider, 1799)",Fiji,,
NHMUK,1954.1.3.53,"Laticauda semifasciata (Reinwardt, 1837)",Taiwan,,
NHMUK,1855.8.16.45,"Laticauda colubrina (Schneider, 1799)",New Caledonia,,
NHMUK,1913.7.18.1,"Laticauda colubrina (Schneider,1799)",Japan,,
NHMUK,1901.10.23.9,"Laticauda laticaudata (Linnaeus, 1758)",Japan,,
NHMUK,1925.12.8.1,"Laticauda saintgironsi Cogger & Heatwole, 2005",New Zealand,,
NHMUK,1855.8.16.46,"Laticauda colubrina (Schneider, 1799)",Vanuatu,,
NHMUK,1906.8.16.47,"Laticauda semifasciata (Reinwardt in  Schlegel, 1837)",Japan,,
NHMUK,1928.4.11.2,Laticauda colubrina,,,
NHMUK,1926.11.1.6,"Laticauda laticaudata (Linnaeus, 1758)",Indonesia,,
NHMUK,1926.11.1.4,"Laticauda colubrina (Schneider, 1799)",Philippines,,
NHMUK,1935.4.7.5-6,"Laticauda colubrina (Schneider, 1799)",Fiji,,
NHMUK,1847.3.4.66A,"Laticauda colubrina (Schneider, 1799)",,,
NHMUK,1888.8.30.11-12,"Laticauda colubrina (Schneider, 1799)",Indonesia,,
NHMUK,1977.2033,"Laticauda colubrina (Schneider, 1799)",Thailand,,
NHMUK,1847.3.4.88,"Laticauda colubrina (Schneider, 1799)",Philippines,,
NHMUK,1961.1991,"Laticauda colubrina (Schneider, 1799)",Solomon Islands,,
NHMUK,1927.9.28.1,"Laticauda laticaudata (Linnaeus, 1758)",Philippines,,
NHMUK,1847.3.4,"Laticauda colubrina (Schneider, 1799)",India,,
NHMUK,1936.7.9.5-6,"Laticauda colubrina (Schneider, 1799)",Singapore,,
NHMUK,1887.1.31.35,"Laticauda semifasciata (Reinwardt in  Schlegel, 1837)",Japan,,
NHMUK,1954.1.13.8-9,"Laticauda colubrina Schneider, 1799",,,
NHMUK,1988.732,Laticauda colubrina,,,
NMR,NMR998800000685,Laticauda sp.,,,
QM,J4097,Laticauda colubrina,Papua New Guinea,,
QM,J796,Laticauda frontalis,Australia,,
QM,J305,Laticauda guineai,,,
QM,J798,Laticauda frontalis,Australia,,
QM,J43762,Laticauda frontalis,,,
QM,J603,Laticauda guineai,Papua New Guinea,,
QM,J304,Laticauda guineai,Papua New Guinea,,
QM,J803,Laticauda colubrina,Australia,,
QM,J800,Laticauda colubrina,Australia,,
QM,J797,Laticauda colubrina,Australia,,
QM,J793,Laticauda colubrina,Australia,,
QM,J802,Laticauda colubrina,,,
QM,J157,Laticauda frontalis,Papua New Guinea,,
QM,J4098,Laticauda colubrina,,,
RBINS,329960,"Laticauda laticaudata (Linnaeus, 1758)",,,
RBINS,534243,"Laticauda laticaudata (Linnaeus, 1758)",Papua New Guinea,,
RBINS,548290,"Laticauda colubrina (Schneider, 1801)",,,
RBINS,587190,"Laticauda colubrina (Schneider, 1801)",,,
SAMA,R2291,Laticauda laticaudata,,,
SAMA,R26960,Laticauda colubrina,,,
SAMA,R12958,Laticauda laticaudata,Australia,,
SDNHM,63340,Laticauda colubrina,,,
SDNHM,67191,Laticauda colubrina,,,
SDNHM,67195,Laticauda colubrina,,,
SDNHM,67198,Laticauda colubrina,,,
SDNHM,67200,Laticauda colubrina,Philippines,,
SDNHM,67201,Laticauda semifasciata,Japan,,
SDNHM,67202,Laticauda semifasciata,Japan,,
SDNHM,67205,Laticauda semifasciata,Japan,,
SDNHM,67207,Laticauda semifasciata,Japan,,
SDNHM,67208,Laticauda semifasciata,Japan,,
SDNHM,67209,Laticauda laticaudata,Philippines,,
SDNHM,67211,Laticauda laticaudata,Japan,,
SDNHM,67213,Laticauda laticaudata,Japan,,
SDNHM,67214,Laticauda laticaudata,Japan,,
SDNHM,67526,Laticauda semifasciata,,,
SDNHM,67527,Laticauda semifasciata,,,
SDNHM,67624,Laticauda semifasciata,China,,
SMNS,4202,Laticauda colubrina,,,
SMNS,4205,Laticauda laticaudata,,,
UF,56846,Laticauda colubrina,Fiji,,
UF,69264,Laticauda colubrina,Fiji,,
UF,56266,Laticauda semifasciata,Japan,,
UF,68827,Laticauda colubrina,Fiji,,
UF,56267,Laticauda semifasciata,Japan,,
UF,56847,Laticauda colubrina,Fiji,,
UF,11829,Laticauda fasciata,,,
UF,56127,Laticauda colubrina,Fiji,,
UF,57730,Laticauda colubrina,Fiji,,
UF,57708,Laticauda colubrina,Fiji,,
UF,57042,Laticauda colubrina,Fiji,,
UF,56272,Laticauda semifasciata,Japan,,
UMMZ,128562,Laticauda colubrina,,,
UMMZ,64461,Laticauda colubrina,Singapore,,
UMMZ,65484,Laticauda laticaudata,,,
UMZC,R8. 107/3,Laticauda platurus,Ceylon [Sri Lanka],,
UMZC,R8. 107/4,Laticauda platurus,[Panama],,
UMZC,R8. 107/6,Laticauda platurus,[Maldives; Indian Ocean],,
UMZC,R8. 99/1,Laticauda fasciatus,[Indonesia],,
USNM,7338,Laticauda colubrina,,,
USNM,7380,Laticauda semifasciata,Japan,,
USNM,61912,Laticauda schistorhyncha,,,
USNM,37376,Laticauda colubrina,Philippines,,
USNM,121548,Laticauda colubrina,,,
USNM,61899,Laticauda schistorhyncha,,,
USNM,61904,Laticauda schistorhyncha,,,
USNM,61902,Laticauda schistorhyncha,,,
USNM,42069,Laticauda colubrina,Philippines,,
USNM,61898,Laticauda schistorhyncha,,,
USNM,61897,Laticauda schistorhyncha,,,
USNM,61901,Laticauda schistorhyncha,,,
USNM,11033,Laticauda colubrina,,,
USNM,61900,Laticauda schistorhyncha,,,
USNM,61909,Laticauda schistorhyncha,,,
USNM,61910,Laticauda schistorhyncha,,,
USNM,8994,Laticauda laticaudata,Indonesia,,
USNM,61906,Laticauda schistorhyncha,,,
UTA,41025,Laticauda semifasciata,Philippines,,
UTA,6355,Laticauda laticaudata,,,
YPM,YPM HERR 010590,Laticauda laticaudata,Australia,,
YPM,YPM HERR 000420,Laticauda laticaudata,China,,
ZMUC,ZMUC-R66142,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66258,Laticauda colubrina,India,,
ZMUC,ZMUC-R66262,Laticauda laticaudata,India,,
ZMUC,ZMUC-R66139,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66137,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66237,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66131,Laticauda colubrina,Solomon Islands,,
ZMUC,ZMUC-R66256,Laticauda colubrina,Indonesia,,
ZMUC,ZMUC-R66447,Laticauda colubrina,Malaysia,,
ZMUC,ZMUC-R66134,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66254,Laticauda colubrina,Indonesia,,
ZMUC,ZMUC-R66138,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66127,Laticauda colubrina,Fiji Islands,,
AM,R.13009,Laticauda colubrina,Samoa,,
AMNH,R-108593,Laticauda colubrina,Indonesia,,
AMNH,R-119848,Laticauda colubrina,Fiji,,
AMNH,R-119850,Laticauda colubrina,Fiji,,
AMNH,R-119852,Laticauda colubrina,Fiji,,
AMNH,R-119853,Laticauda colubrina,Fiji,,
AMNH,R-140375,Laticauda semifasciata,,,
AMNH,R-140376,Laticauda colubrina,,,
AMNH,R-160741,Laticauda colubrina,Philippines,,
AMNH,R-161777,Laticauda colubrina,Palau,,
AMNH,R-161778,Laticauda laticaudata,Philippines,,
AMNH,R-20956,Laticauda colubrina,Tonga,,
AMNH,R-23067,Laticauda colubrina,,,
AMNH,R-23068,Laticauda colubrina,,,
AMNH,R-23098,Laticauda laticaudata,Australia,,
AMNH,R-28997,Laticauda colubrina,,,
AMNH,R-29001,Laticauda colubrina,Fiji,,
AMNH,R-29002,Laticauda colubrina,,,
AMNH,R-29005,Laticauda colubrina,Fiji,,
AMNH,R-29006,Laticauda laticaudata,Fiji,,
AMNH,R-38108,Laticauda colubrina,,,
AMNH,R-38109,Laticauda colubrina,,,
AMNH,R-38111,Laticauda colubrina,,,
AMNH,R-3902,Laticauda laticaudata,,,
AMNH,R-40510,Laticauda colubrina,Papua New Guinea,,
AMNH,R-40511,Laticauda colubrina,Papua New Guinea,,
AMNH,R-42008,Laticauda colubrina,Papua New Guinea,,
AMNH,R-42155,Laticauda colubrina,Solomon Islands,,
AMNH,R-43987,Laticauda colubrina,Papua New Guinea,,
AMNH,R-44962,Laticauda schistorhynchus,,,
AMNH,R-57705,Laticauda colubrina,Vanuatu,,
AMNH,R-70640,Laticauda colubrina,Palau,,
AMNH,R-70641,Laticauda colubrina,Palau,,
AMNH,R-70642,Laticauda colubrina,Palau,,
AMNH,R-71528,Laticauda colubrina,Indonesia,,
AMNH,R-74662,Laticauda colubrina,,,
AMNH,R-76680,Laticauda colubrina,Papua New Guinea,,
AMNH,R-81880,Laticauda colubrina,,,
AMNH,R-82445,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82447,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82449,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82451,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82452,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82453,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82454,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82455,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82458,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82459,Laticauda colubrina,Papua New Guinea,,
AMNH,R-82462,Laticauda colubrina,Papua New Guinea,,
ANSP,,Laticauda colubrina,,,
BYU,573975,Laticauda colubrina,Fiji,,
CAS,220643,Laticauda colubrina,,,
CAS,322,Laticauda colubrina,,,
CAS,55145,Laticauda laticaudata,,,
CAS,23613,Laticauda colubrina,,,
CAS,23614,Laticauda colubrina,,,
CAS,23615,Laticauda colubrina,,,
CM,111920,LATICAUDA LATICAUDATA,,,
CM,R2230,LATICAUDA COLUBRINA,Philippines,,
CM,R2234,LATICAUDA COLUBRINA,Philippines,,
CUMV,R-0014247,Laticauda colubrina,,,
EM,56076,Laticauda laticaudatus,,,
FMNH,235388,Laticauda colubrina,Malaysia,,
FMNH,123884,Laticauda colubrina,Philippine Is,,
FMNH,13930,Laticauda colubrina,New Guinea Terr,,
FMNH,4047,Laticauda colubrina,East Indies,,
FMNH,236346,Laticauda colubrina,Malaysia,,
FMNH,236245,Laticauda colubrina,Malaysia,,
KU,349147,Laticauda colubrina,Philippines,,
KU,349149,Laticauda colubrina,Philippines,,
KU,349158,Laticauda colubrina,Philippines,,
KU,349148,Laticauda colubrina,Philippines,,
KU,349153,Laticauda colubrina,Philippines,,
KU,349156,Laticauda colubrina,Philippines,,
KU,349152,Laticauda colubrina,Philippines,,
KU,303034,Laticauda colubrina,Philippines,,
KU,303032,Laticauda colubrina,Philippines,,
KU,303031,Laticauda colubrina,Philippines,,
KU,129742,Laticauda colubrina,Papua New Guinea,,
KU,349159,Laticauda colubrina,Philippines,,
LACM,146044,Laticauda colubrina,Palau,,
LSUMZ,54777,Laticauda laticaudata,,,
LSUMZ,7744,Laticauda colubrina,,,
MCZ,R-131500,Laticauda laticaudata,,,
MCZ,R-174309,Laticauda colubrina,,,
MCZ,R-23784,Laticauda colubrina,Fiji,,
MCZ,R-23786,Laticauda colubrina,Philippines,,
MCZ,R-23794,Laticauda laticaudata,,,
MCZ,R-25137,Laticauda schistorhynchus,New Zealand,,
MCZ,R-47150,Laticauda colubrina,Vanuatu,,
MCZ,R-4834,Laticauda colubrina,,,
MSUM,SH.2158,Laticauda colubrina,,,
NCSM,7456,Laticauda laticaudata,,,
ZMO,K 2418,Laticauda laticaudata,Thailand,,
NHMUK,1863.10.2.9,"Laticauda colubrina (Schneider, 1799)",Federated States of Micronesia,,
NHMUK,1887.1.31.36-37,"Laticauda laticaudata (Linnaeus, 1758)",Japan,,
NHMUK,1895.12.28.6-7,"Laticauda colubrina (Schneider, 1799)",Solomon Islands,,
NHMUK,1855.8.16.43-44,"Laticauda laticaudata (Linnaeus, 1758)",New Caledonia,,
NHMUK,1906.8.16.30-33,"Laticauda semifasciata (Reinwardt in  Schlegel, 1837)",Japan,,
